datetime,signal_name,signal_value
2026-04-20 00:53:00,signal_1,0.4512
2026-04-20 00:54:00,signal_1,0.4416
2026-04-20 00:55:00,signal_1,0.3230
2026-04-20 00:56:00,signal_1,0.2381
2026-04-20 00:57:00,signal_1,0.2459
2026-04-20 00:58:00,signal_1,0.1846
2026-04-20 00:59:00,signal_1,0.2537
2026-04-20 01:00:00,signal_1,0.0923
2026-04-20 01:01:00,signal_1,0.1132
2026-04-20 01:02:00,signal_1,0.0315
2026-04-20 01:03:00,signal_1,-0.1013
2026-04-20 01:04:00,signal_1,-0.0509
2026-04-20 01:05:00,signal_1,-0.0607
2026-04-20 01:06:00,signal_1,-0.2440
2026-04-20 01:07:00,signal_1,-0.2375
2026-04-20 01:08:00,signal_1,-0.2123
2026-04-20 01:09:00,signal_1,-0.3028
2026-04-20 01:10:00,signal_1,-0.4046
2026-04-20 01:11:00,signal_1,-0.3731
2026-04-20 01:12:00,signal_1,-0.5212
2026-04-20 01:13:00,signal_1,-0.4733
2026-04-20 01:14:00,signal_1,-0.5753
2026-04-20 01:15:00,signal_1,-0.4939
2026-04-20 01:16:00,signal_1,-0.6032
2026-04-20 01:17:00,signal_1,-0.6107
2026-04-20 01:18:00,signal_1,-0.7431
2026-04-20 01:19:00,signal_1,-0.7100
2026-04-20 01:20:00,signal_1,-0.7058
2026-04-20 01:21:00,signal_1,-0.7652
2026-04-20 01:22:00,signal_1,-0.7910
2026-04-20 01:23:00,signal_1,-0.9028
2026-04-20 01:24:00,signal_1,-0.8272
2026-04-20 01:25:00,signal_1,-0.8404
2026-04-20 01:26:00,signal_1,-0.8377
2026-04-20 01:27:00,signal_1,-0.8686
2026-04-20 01:28:00,signal_1,-0.9065
2026-04-20 01:29:00,signal_1,-0.8732
2026-04-20 01:30:00,signal_1,-0.9068
2026-04-20 01:31:00,signal_1,-0.9572
2026-04-20 01:32:00,signal_1,-0.9532
2026-04-20 01:33:00,signal_1,-0.9644
2026-04-20 01:34:00,signal_1,-0.9389
2026-04-20 01:35:00,signal_1,-0.9344
2026-04-20 01:36:00,signal_1,-0.9567
2026-04-20 01:37:00,signal_1,-0.9534
2026-04-20 01:38:00,signal_1,-0.8887
2026-04-20 01:39:00,signal_1,-0.9334
2026-04-20 01:40:00,signal_1,-0.9976
2026-04-20 01:41:00,signal_1,-0.9949
2026-04-20 01:42:00,signal_1,-0.9212
2026-04-20 01:43:00,signal_1,-0.9884
2026-04-20 01:44:00,signal_1,-0.9051
2026-04-20 01:45:00,signal_1,-0.7649
2026-04-20 01:46:00,signal_1,-0.8720
2026-04-20 01:47:00,signal_1,-0.8173
2026-04-20 01:48:00,signal_1,-0.7058
2026-04-20 01:49:00,signal_1,-0.7491
2026-04-20 01:50:00,signal_1,-0.7016
2026-04-20 01:51:00,signal_1,-0.6343
2026-04-20 01:52:00,signal_1,-0.5986
2026-04-20 01:53:00,signal_1,-0.6823
2026-04-20 01:54:00,signal_1,-0.5841
2026-04-20 01:55:00,signal_1,-0.5492
2026-04-20 01:56:00,signal_1,-0.5210
2026-04-20 01:57:00,signal_1,-0.4028
2026-04-20 01:58:00,signal_1,-0.4468
2026-04-20 01:59:00,signal_1,-0.2584
2026-04-20 02:00:00,signal_1,-0.2317
2026-04-20 02:01:00,signal_1,-0.2964
2026-04-20 02:02:00,signal_1,-0.2542
2026-04-20 02:03:00,signal_1,-0.0787
2026-04-20 02:04:00,signal_1,-0.1038
2026-04-20 02:05:00,signal_1,0.0144
2026-04-20 02:06:00,signal_1,0.0927
2026-04-20 02:07:00,signal_1,0.0864
2026-04-20 02:08:00,signal_1,0.1703
2026-04-20 02:09:00,signal_1,0.2578
2026-04-20 02:10:00,signal_1,0.1812
2026-04-20 02:11:00,signal_1,0.2658
2026-04-20 02:12:00,signal_1,0.3710
2026-04-20 02:13:00,signal_1,0.2642
2026-04-20 02:14:00,signal_1,0.4289
2026-04-20 02:15:00,signal_1,0.5028
2026-04-20 02:16:00,signal_1,0.4620
2026-04-20 02:17:00,signal_1,0.4473
2026-04-20 02:18:00,signal_1,0.5490
2026-04-20 02:19:00,signal_1,0.6083
2026-04-20 02:20:00,signal_1,0.6041
2026-04-20 02:21:00,signal_1,0.6725
2026-04-20 02:22:00,signal_1,0.7997
2026-04-20 02:23:00,signal_1,0.7738
2026-04-20 02:24:00,signal_1,0.8010
2026-04-20 02:25:00,signal_1,0.7727
2026-04-20 02:26:00,signal_1,0.7955
2026-04-20 02:27:00,signal_1,0.8877
2026-04-20 02:28:00,signal_1,0.9405
2026-04-20 02:29:00,signal_1,0.8320
2026-04-20 02:30:00,signal_1,0.9051
2026-04-20 02:31:00,signal_1,1.0307
2026-04-20 02:32:00,signal_1,0.9430
2026-04-20 02:33:00,signal_1,0.9981
2026-04-20 02:34:00,signal_1,1.0810
2026-04-20 02:35:00,signal_1,0.9493
2026-04-20 02:36:00,signal_1,0.9561
2026-04-20 02:37:00,signal_1,1.0706
2026-04-20 02:38:00,signal_1,0.9297
2026-04-20 02:39:00,signal_1,0.9285
2026-04-20 02:40:00,signal_1,0.9483
2026-04-20 02:41:00,signal_1,1.0086
2026-04-20 02:42:00,signal_1,0.9162
2026-04-20 02:43:00,signal_1,0.9019
2026-04-20 02:44:00,signal_1,0.8907
2026-04-20 02:45:00,signal_1,0.8633
2026-04-20 02:46:00,signal_1,0.9461
2026-04-20 02:47:00,signal_1,0.7978
2026-04-20 02:48:00,signal_1,0.8069
2026-04-20 02:49:00,signal_1,0.8389
2026-04-20 02:50:00,signal_1,0.7582
2026-04-20 02:51:00,signal_1,0.8319
2026-04-20 02:52:00,signal_1,0.7089
2026-04-20 02:53:00,signal_1,0.7418
2026-04-20 02:54:00,signal_1,0.6576
2026-04-20 02:55:00,signal_1,0.6590
2026-04-20 02:56:00,signal_1,0.6658
2026-04-20 02:57:00,signal_1,0.6188
2026-04-20 02:58:00,signal_1,0.4799
2026-04-20 02:59:00,signal_1,0.5495
2026-04-20 03:00:00,signal_1,0.3338
2026-04-20 03:01:00,signal_1,0.4549
2026-04-20 03:02:00,signal_1,0.2519
2026-04-20 03:03:00,signal_1,0.3085
2026-04-20 03:04:00,signal_1,0.2796
2026-04-20 03:05:00,signal_1,0.2105
2026-04-20 03:06:00,signal_1,0.0784
2026-04-20 03:07:00,signal_1,0.1217
2026-04-20 03:08:00,signal_1,-0.0672
2026-04-20 03:09:00,signal_1,-0.1153
2026-04-20 03:10:00,signal_1,0.0090
2026-04-20 03:11:00,signal_1,-0.1686
2026-04-20 03:12:00,signal_1,-0.2197
2026-04-20 03:13:00,signal_1,-0.1656
2026-04-20 03:14:00,signal_1,-0.2584
2026-04-20 03:15:00,signal_1,-0.3221
2026-04-20 03:16:00,signal_1,-0.3265
2026-04-20 03:17:00,signal_1,-0.3518
2026-04-20 03:18:00,signal_1,-0.4869
2026-04-20 03:19:00,signal_1,-0.5782
2026-04-20 03:20:00,signal_1,-0.5764
2026-04-20 03:21:00,signal_1,-0.6071
2026-04-20 03:22:00,signal_1,-0.5701
2026-04-20 03:23:00,signal_1,-0.7561
2026-04-20 03:24:00,signal_1,-0.7850
2026-04-20 03:25:00,signal_1,-0.6685
2026-04-20 03:26:00,signal_1,-0.8491
2026-04-20 03:27:00,signal_1,-0.7958
2026-04-20 03:28:00,signal_1,-0.7409
2026-04-20 03:29:00,signal_1,-0.9073
2026-04-20 03:30:00,signal_1,-0.8217
2026-04-20 03:31:00,signal_1,-0.9033
2026-04-20 03:32:00,signal_1,-1.0201
2026-04-20 03:33:00,signal_1,-0.8770
2026-04-20 03:34:00,signal_1,-0.8663
2026-04-20 03:35:00,signal_1,-0.9203
2026-04-20 03:36:00,signal_1,-1.0331
2026-04-20 03:37:00,signal_1,-1.0549
2026-04-20 03:38:00,signal_1,-0.9347
2026-04-20 03:39:00,signal_1,-1.0287
2026-04-20 03:40:00,signal_1,-0.9580
2026-04-20 03:41:00,signal_1,-0.9110
2026-04-20 03:42:00,signal_1,-0.9122
2026-04-20 03:43:00,signal_1,-0.9284
2026-04-20 03:44:00,signal_1,-1.0142
2026-04-20 03:45:00,signal_1,-0.9004
2026-04-20 03:46:00,signal_1,-0.9277
2026-04-20 03:47:00,signal_1,-0.9678
2026-04-20 03:48:00,signal_1,-0.8449
2026-04-20 03:49:00,signal_1,-0.8442
2026-04-20 03:50:00,signal_1,-0.9091
2026-04-20 03:51:00,signal_1,-0.8838
2026-04-20 03:52:00,signal_1,-0.8060
2026-04-20 03:53:00,signal_1,-0.7988
2026-04-20 03:54:00,signal_1,-0.7846
2026-04-20 03:55:00,signal_1,-0.7011
2026-04-20 03:56:00,signal_1,-0.6896
2026-04-20 03:57:00,signal_1,-0.7320
2026-04-20 03:58:00,signal_1,-0.6591
2026-04-20 03:59:00,signal_1,-0.5245
2026-04-20 04:00:00,signal_1,-0.5144
2026-04-20 04:01:00,signal_1,-0.4306
2026-04-20 04:02:00,signal_1,-0.5472
2026-04-20 04:03:00,signal_1,-0.3147
2026-04-20 04:04:00,signal_1,-0.4194
2026-04-20 04:05:00,signal_1,-0.2674
2026-04-20 04:06:00,signal_1,-0.2155
2026-04-20 04:07:00,signal_1,-0.2075
2026-04-20 04:08:00,signal_1,-0.2077
2026-04-20 04:09:00,signal_1,-0.1335
2026-04-20 04:10:00,signal_1,-0.0748
2026-04-20 04:11:00,signal_1,0.0551
2026-04-20 04:12:00,signal_1,-0.0343
2026-04-20 04:13:00,signal_1,0.0258
2026-04-20 04:14:00,signal_1,0.2297
2026-04-20 04:15:00,signal_1,0.2453
2026-04-20 04:16:00,signal_1,0.2840
2026-04-20 04:17:00,signal_1,0.2074
2026-04-20 04:18:00,signal_1,0.2827
2026-04-20 04:19:00,signal_1,0.3878
2026-04-20 04:20:00,signal_1,0.5182
2026-04-20 04:21:00,signal_1,0.3985
2026-04-20 04:22:00,signal_1,0.5284
2026-04-20 04:23:00,signal_1,0.5701
2026-04-20 04:24:00,signal_1,0.5270
2026-04-20 04:25:00,signal_1,0.6747
2026-04-20 04:26:00,signal_1,0.5985
2026-04-20 04:27:00,signal_1,0.7606
2026-04-20 04:28:00,signal_1,0.6869
2026-04-20 04:29:00,signal_1,0.8255
2026-04-20 04:30:00,signal_1,0.7586
2026-04-20 04:31:00,signal_1,0.8369
2026-04-20 04:32:00,signal_1,0.7944
2026-04-20 04:33:00,signal_1,0.9340
2026-04-20 04:34:00,signal_1,0.8694
2026-04-20 04:35:00,signal_1,0.9519
2026-04-20 04:36:00,signal_1,1.0119
2026-04-20 04:37:00,signal_1,0.8926
2026-04-20 04:38:00,signal_1,1.0125
2026-04-20 04:39:00,signal_1,1.0131
2026-04-20 04:40:00,signal_1,0.9330
2026-04-20 04:41:00,signal_1,0.9274
2026-04-20 04:42:00,signal_1,1.0913
2026-04-20 04:43:00,signal_1,0.9010
2026-04-20 04:44:00,signal_1,0.9161
2026-04-20 04:45:00,signal_1,1.0715
2026-04-20 04:46:00,signal_1,0.9704
2026-04-20 04:47:00,signal_1,0.9265
2026-04-20 04:48:00,signal_1,0.9217
2026-04-20 04:49:00,signal_1,0.9224
2026-04-20 04:50:00,signal_1,1.0275
2026-04-20 04:51:00,signal_1,0.9247
2026-04-20 04:52:00,signal_1,0.9265
2026-04-20 04:53:00,signal_1,0.8020
2026-04-20 04:54:00,signal_1,0.9250
2026-04-20 04:55:00,signal_1,0.9053
2026-04-20 04:56:00,signal_1,0.7492
2026-04-20 04:57:00,signal_1,0.7082
2026-04-20 04:58:00,signal_1,0.7912
2026-04-20 04:59:00,signal_1,0.6802
2026-04-20 05:00:00,signal_1,0.6968
2026-04-20 05:01:00,signal_1,0.6879
2026-04-20 05:02:00,signal_1,0.6577
2026-04-20 05:03:00,signal_1,0.5936
2026-04-20 05:04:00,signal_1,0.4934
2026-04-20 05:05:00,signal_1,0.5372
2026-04-20 05:06:00,signal_1,0.3579
2026-04-20 05:07:00,signal_1,0.3013
2026-04-20 05:08:00,signal_1,0.3423
2026-04-20 05:09:00,signal_1,0.1745
2026-04-20 05:10:00,signal_1,0.1451
2026-04-20 05:11:00,signal_1,0.0720
2026-04-20 05:12:00,signal_1,0.1829
2026-04-20 05:13:00,signal_1,-0.0051
2026-04-20 05:14:00,signal_1,0.0293
2026-04-20 05:15:00,signal_1,0.0515
2026-04-20 05:16:00,signal_1,-0.0733
2026-04-20 05:17:00,signal_1,-0.1545
2026-04-20 05:18:00,signal_1,-0.2827
2026-04-20 05:19:00,signal_1,-0.2214
2026-04-20 05:20:00,signal_1,-0.3679
2026-04-20 05:21:00,signal_1,-0.3135
2026-04-20 05:22:00,signal_1,-0.3255
2026-04-20 05:23:00,signal_1,-0.3571
2026-04-20 05:24:00,signal_1,-0.5290
2026-04-20 05:25:00,signal_1,-0.5967
2026-04-20 05:26:00,signal_1,-0.5290
2026-04-20 05:27:00,signal_1,-0.6756
2026-04-20 05:28:00,signal_1,-0.5592
2026-04-20 05:29:00,signal_1,-0.6784
2026-04-20 05:30:00,signal_1,-0.7055
2026-04-20 05:31:00,signal_1,-0.8200
2026-04-20 05:32:00,signal_1,-0.8529
2026-04-20 05:33:00,signal_1,-0.9020
2026-04-20 05:34:00,signal_1,-0.8686
2026-04-20 05:35:00,signal_1,-0.7840
2026-04-20 05:36:00,signal_1,-0.8407
2026-04-20 05:37:00,signal_1,-0.9547
2026-04-20 05:38:00,signal_1,-0.8397
2026-04-20 05:39:00,signal_1,-0.9443
2026-04-20 05:40:00,signal_1,-1.0459
2026-04-20 05:41:00,signal_1,-0.9971
2026-04-20 05:42:00,signal_1,-1.0785
2026-04-20 05:43:00,signal_1,-0.9353
2026-04-20 05:44:00,signal_1,-0.9495
2026-04-20 05:45:00,signal_1,-1.0390
2026-04-20 05:46:00,signal_1,-0.9954
2026-04-20 05:47:00,signal_1,-0.9462
2026-04-20 05:48:00,signal_1,-0.9755
2026-04-20 05:49:00,signal_1,-1.0157
2026-04-20 05:50:00,signal_1,-0.9830
2026-04-20 05:51:00,signal_1,-0.9694
2026-04-20 05:52:00,signal_1,-0.9800
2026-04-20 05:53:00,signal_1,-0.9131
2026-04-20 05:54:00,signal_1,-0.8772
2026-04-20 05:55:00,signal_1,-0.9235
2026-04-20 05:56:00,signal_1,-0.8687
2026-04-20 05:57:00,signal_1,-0.8762
2026-04-20 05:58:00,signal_1,-0.8949
2026-04-20 05:59:00,signal_1,-0.8044
2026-04-20 06:00:00,signal_1,-0.6877
2026-04-20 06:01:00,signal_1,-0.7541
2026-04-20 06:02:00,signal_1,-0.6118
2026-04-20 06:03:00,signal_1,-0.5523
2026-04-20 06:04:00,signal_1,-0.6258
2026-04-20 06:05:00,signal_1,-0.6368
2026-04-20 06:06:00,signal_1,-0.4275
2026-04-20 06:07:00,signal_1,-0.4105
2026-04-20 06:08:00,signal_1,-0.4023
2026-04-20 06:09:00,signal_1,-0.4565
2026-04-20 06:10:00,signal_1,-0.2635
2026-04-20 06:11:00,signal_1,-0.3050
2026-04-20 06:12:00,signal_1,-0.2481
2026-04-20 06:13:00,signal_1,-0.1500
2026-04-20 06:14:00,signal_1,-0.2005
2026-04-20 06:15:00,signal_1,-0.1966
2026-04-20 06:16:00,signal_1,-0.1082
2026-04-20 06:17:00,signal_1,-0.0829
2026-04-20 06:18:00,signal_1,-0.0173
2026-04-20 06:19:00,signal_1,0.1507
2026-04-20 06:20:00,signal_1,0.1081
2026-04-20 06:21:00,signal_1,0.1417
2026-04-20 06:22:00,signal_1,0.2173
2026-04-20 06:23:00,signal_1,0.3387
2026-04-20 06:24:00,signal_1,0.4086
2026-04-20 06:25:00,signal_1,0.3125
2026-04-20 06:26:00,signal_1,0.4045
2026-04-20 06:27:00,signal_1,0.5391
2026-04-20 06:28:00,signal_1,0.4765
2026-04-20 06:29:00,signal_1,0.5567
2026-04-20 06:30:00,signal_1,0.5508
2026-04-20 06:31:00,signal_1,0.6168
2026-04-20 06:32:00,signal_1,0.7315
2026-04-20 06:33:00,signal_1,0.6369
2026-04-20 06:34:00,signal_1,0.7876
2026-04-20 06:35:00,signal_1,0.6915
2026-04-20 06:36:00,signal_1,0.8153
2026-04-20 06:37:00,signal_1,0.8414
2026-04-20 06:38:00,signal_1,0.8770
2026-04-20 06:39:00,signal_1,0.8579
2026-04-20 06:40:00,signal_1,1.0091
2026-04-20 06:41:00,signal_1,0.9733
2026-04-20 06:42:00,signal_1,1.0226
2026-04-20 06:43:00,signal_1,0.9480
2026-04-20 06:44:00,signal_1,0.9048
2026-04-20 06:45:00,signal_1,0.8958
2026-04-20 06:46:00,signal_1,0.9778
2026-04-20 06:47:00,signal_1,1.0753
2026-04-20 06:48:00,signal_1,0.9243
2026-04-20 06:49:00,signal_1,1.0393
2026-04-20 06:50:00,signal_1,0.9113
2026-04-20 06:51:00,signal_1,0.9027
2026-04-20 06:52:00,signal_1,1.0349
2026-04-20 06:53:00,signal_1,0.9848
2026-04-20 06:54:00,signal_1,1.0606
2026-04-20 06:55:00,signal_1,0.8490
2026-04-20 06:56:00,signal_1,0.9454
2026-04-20 06:57:00,signal_1,0.9276
2026-04-20 06:58:00,signal_1,0.8490
2026-04-20 06:59:00,signal_1,0.7911
2026-04-20 07:00:00,signal_1,0.9140
2026-04-20 07:01:00,signal_1,0.7967
2026-04-20 07:02:00,signal_1,0.6991
2026-04-20 07:03:00,signal_1,0.8299
2026-04-20 07:04:00,signal_1,0.6595
2026-04-20 07:05:00,signal_1,0.6356
2026-04-20 07:06:00,signal_1,0.5613
2026-04-20 07:07:00,signal_1,0.6586
2026-04-20 07:08:00,signal_1,0.6561
2026-04-20 07:09:00,signal_1,0.5770
2026-04-20 07:10:00,signal_1,0.4815
2026-04-20 07:11:00,signal_1,0.5064
2026-04-20 07:12:00,signal_1,0.4694
2026-04-20 07:13:00,signal_1,0.3504
2026-04-20 07:14:00,signal_1,0.3580
2026-04-20 07:15:00,signal_1,0.2224
2026-04-20 07:16:00,signal_1,0.2150
2026-04-20 07:17:00,signal_1,0.0626
2026-04-20 07:18:00,signal_1,0.0463
2026-04-20 07:19:00,signal_1,0.0830
2026-04-20 07:20:00,signal_1,0.0845
2026-04-20 07:21:00,signal_1,-0.0805
2026-04-20 07:22:00,signal_1,-0.0848
2026-04-20 07:23:00,signal_1,-0.1287
2026-04-20 07:24:00,signal_1,-0.1688
2026-04-20 07:25:00,signal_1,-0.2959
2026-04-20 07:26:00,signal_1,-0.3529
2026-04-20 07:27:00,signal_1,-0.3018
2026-04-20 07:28:00,signal_1,-0.3652
2026-04-20 07:29:00,signal_1,-0.4006
2026-04-20 07:30:00,signal_1,-0.4303
2026-04-20 07:31:00,signal_1,-0.5792
2026-04-20 07:32:00,signal_1,-0.6224
2026-04-20 07:33:00,signal_1,-0.5588
2026-04-20 07:34:00,signal_1,-0.5992
2026-04-20 07:35:00,signal_1,-0.6117
2026-04-20 07:36:00,signal_1,-0.6390
2026-04-20 07:37:00,signal_1,-0.8425
2026-04-20 07:38:00,signal_1,-0.7430
2026-04-20 07:39:00,signal_1,-0.9013
2026-04-20 07:40:00,signal_1,-0.8468
2026-04-20 07:41:00,signal_1,-0.8911
2026-04-20 07:42:00,signal_1,-0.7978
2026-04-20 07:43:00,signal_1,-0.8599
2026-04-20 07:44:00,signal_1,-0.8804
2026-04-20 07:45:00,signal_1,-1.0003
2026-04-20 07:46:00,signal_1,-1.0031
2026-04-20 07:47:00,signal_1,-0.9148
2026-04-20 07:48:00,signal_1,-1.0699
2026-04-20 07:49:00,signal_1,-0.9120
2026-04-20 07:50:00,signal_1,-0.9024
2026-04-20 07:51:00,signal_1,-0.9417
2026-04-20 07:52:00,signal_1,-0.9154
2026-04-20 07:53:00,signal_1,-1.0733
2026-04-20 07:54:00,signal_1,-1.0113
2026-04-20 07:55:00,signal_1,-1.0114
2026-04-20 07:56:00,signal_1,-1.0113
2026-04-20 07:57:00,signal_1,-0.8896
2026-04-20 07:58:00,signal_1,-0.9384
2026-04-20 07:59:00,signal_1,-0.8991
2026-04-20 08:00:00,signal_1,-0.9214
2026-04-20 08:01:00,signal_1,-0.8643
2026-04-20 08:02:00,signal_1,-0.9361
2026-04-20 08:03:00,signal_1,-0.8012
2026-04-20 08:04:00,signal_1,-0.8641
2026-04-20 08:05:00,signal_1,-0.8227
2026-04-20 08:06:00,signal_1,-0.7877
2026-04-20 08:07:00,signal_1,-0.6866
2026-04-20 08:08:00,signal_1,-0.6879
2026-04-20 08:09:00,signal_1,-0.7010
2026-04-20 08:10:00,signal_1,-0.5049
2026-04-20 08:11:00,signal_1,-0.6016
2026-04-20 08:12:00,signal_1,-0.6009
2026-04-20 08:13:00,signal_1,-0.5075
2026-04-20 08:14:00,signal_1,-0.4978
2026-04-20 08:15:00,signal_1,-0.2939
2026-04-20 08:16:00,signal_1,-0.2900
2026-04-20 08:17:00,signal_1,-0.2195
2026-04-20 08:18:00,signal_1,-0.2381
2026-04-20 08:19:00,signal_1,-0.1124
2026-04-20 08:20:00,signal_1,-0.0860
2026-04-20 08:21:00,signal_1,-0.1110
2026-04-20 08:22:00,signal_1,0.0010
2026-04-20 08:23:00,signal_1,-0.0294
2026-04-20 08:24:00,signal_1,0.0775
2026-04-20 08:25:00,signal_1,0.2081
2026-04-20 08:26:00,signal_1,0.1559
2026-04-20 08:27:00,signal_1,0.1757
2026-04-20 08:28:00,signal_1,0.2710
2026-04-20 08:29:00,signal_1,0.3808
2026-04-20 08:30:00,signal_1,0.2969
2026-04-20 08:31:00,signal_1,0.3161
2026-04-20 08:32:00,signal_1,0.4568
2026-04-20 08:33:00,signal_1,0.5671
2026-04-20 08:34:00,signal_1,0.4397
2026-04-20 08:35:00,signal_1,0.5099
2026-04-20 08:36:00,signal_1,0.5462
2026-04-20 08:37:00,signal_1,0.5951
2026-04-20 08:38:00,signal_1,0.6026
2026-04-20 08:39:00,signal_1,0.8099
2026-04-20 08:40:00,signal_1,0.8090
2026-04-20 08:41:00,signal_1,0.7757
2026-04-20 08:42:00,signal_1,0.7283
2026-04-20 08:43:00,signal_1,0.8889
2026-04-20 08:44:00,signal_1,0.9021
2026-04-20 08:45:00,signal_1,0.8294
2026-04-20 08:46:00,signal_1,0.9561
2026-04-20 08:47:00,signal_1,1.0179
2026-04-20 08:48:00,signal_1,1.0142
2026-04-20 08:49:00,signal_1,0.9770
2026-04-20 08:50:00,signal_1,0.9668
2026-04-20 08:51:00,signal_1,1.0467
2026-04-20 08:52:00,signal_1,0.9831
2026-04-20 08:53:00,signal_1,0.9831
2026-04-20 08:54:00,signal_1,1.0348
2026-04-20 08:55:00,signal_1,0.9082
2026-04-20 08:56:00,signal_1,1.0877
2026-04-20 08:57:00,signal_1,1.0596
2026-04-20 08:58:00,signal_1,1.0578
2026-04-20 08:59:00,signal_1,1.0259
2026-04-20 09:00:00,signal_1,1.0198
2026-04-20 09:01:00,signal_1,0.8946
2026-04-20 09:02:00,signal_1,0.9955
2026-04-20 09:03:00,signal_1,0.9157
2026-04-20 09:04:00,signal_1,0.8087
2026-04-20 09:05:00,signal_1,0.8597
2026-04-20 09:06:00,signal_1,0.7350
2026-04-20 09:07:00,signal_1,0.7559
2026-04-20 09:08:00,signal_1,0.7419
2026-04-20 09:09:00,signal_1,0.7621
2026-04-20 09:10:00,signal_1,0.7671
2026-04-20 09:11:00,signal_1,0.6113
2026-04-20 09:12:00,signal_1,0.6465
2026-04-20 09:13:00,signal_1,0.6537
2026-04-20 09:14:00,signal_1,0.4964
2026-04-20 09:15:00,signal_1,0.5851
2026-04-20 09:16:00,signal_1,0.5057
2026-04-20 09:17:00,signal_1,0.4498
2026-04-20 09:18:00,signal_1,0.4085
2026-04-20 09:19:00,signal_1,0.3573
2026-04-20 09:20:00,signal_1,0.3525
2026-04-20 09:21:00,signal_1,0.1999
2026-04-20 09:22:00,signal_1,0.1775
2026-04-20 09:23:00,signal_1,0.1841
2026-04-20 09:24:00,signal_1,-0.0182
2026-04-20 09:25:00,signal_1,0.0075
2026-04-20 09:26:00,signal_1,0.0011
2026-04-20 09:27:00,signal_1,-0.0615
2026-04-20 09:28:00,signal_1,-0.1045
2026-04-20 09:29:00,signal_1,-0.1966
2026-04-20 09:30:00,signal_1,-0.1995
2026-04-20 09:31:00,signal_1,-0.3576
2026-04-20 09:32:00,signal_1,-0.3036
2026-04-20 09:33:00,signal_1,-0.3004
2026-04-20 09:34:00,signal_1,-0.4790
2026-04-20 09:35:00,signal_1,-0.5022
2026-04-20 09:36:00,signal_1,-0.5110
2026-04-20 09:37:00,signal_1,-0.5662
2026-04-20 09:38:00,signal_1,-0.6462
2026-04-20 09:39:00,signal_1,-0.6158
2026-04-20 09:40:00,signal_1,-0.7567
2026-04-20 09:41:00,signal_1,-0.6219
2026-04-20 09:42:00,signal_1,-0.7939
2026-04-20 09:43:00,signal_1,-0.7577
2026-04-20 09:44:00,signal_1,-0.8780
2026-04-20 09:45:00,signal_1,-0.8080
2026-04-20 09:46:00,signal_1,-0.7774
2026-04-20 09:47:00,signal_1,-0.9231
2026-04-20 09:48:00,signal_1,-0.8541
2026-04-20 09:49:00,signal_1,-0.9641
2026-04-20 09:50:00,signal_1,-0.9925
2026-04-20 09:51:00,signal_1,-0.9290
2026-04-20 09:52:00,signal_1,-1.0165
2026-04-20 09:53:00,signal_1,-1.0356
2026-04-20 09:54:00,signal_1,-1.0047
